,attraction,land,park,day,is_open_M,is_open_A,is_open_E,wait_time_M,wait_time_A,wait_time_E
697,Ark,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
698,Ark,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
699,Boardwalk Bumper Buggies,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
700,Boardwalk Bumper Buggies,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
701,Cobra,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
702,Cobra,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
703,Monkey Business,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
704,Monkey Business,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
705,Monsoon Falls ,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
706,Monsoon Falls ,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
707,Rock Wall Climbing Challenge,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
708,Rock Wall Climbing Challenge,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
709,Scat-A-Bout,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
710,Scat-A-Bout,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
711,Thrilla Gorilla,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
712,Thrilla Gorilla,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
713,Wave Swinger,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
714,Wave Swinger,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
715,White Water Safari ,Family Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
716,White Water Safari ,Family Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
717,Air Penguins,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
718,Air Penguins,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
719,Bugs’ Buccaneer,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
720,Bugs’ Buccaneer,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
721,Congo Queen,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
722,Congo Queen,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
723,Elmer’s Weather Balloon Service,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
724,Elmer’s Weather Balloon Service,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
725,Foghorn’s Seaport Railway,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
726,Foghorn’s Seaport Railway,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
727,Merlin’s Seaside Tours,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
728,Merlin’s Seaside Tours,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
729,Nairobi’s Look Out Balloons,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
730,Nairobi’s Look Out Balloons,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
731,Pepe Le Pew’s Rafts of Romance,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
732,Pepe Le Pew’s Rafts of Romance,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
733,Road Runner Express,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
734,Road Runner Express,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
735,Safari Jeep Tours,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
736,Safari Jeep Tours,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
737,Seaport Carousel,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
738,Seaport Carousel,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
739,Seaside Railway,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
740,Seaside Railway,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
741,Sylvester’s Pounce & Bounce,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
742,Sylvester’s Pounce & Bounce,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
743,Taz’s Typhoon,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
744,Taz’s Typhoon,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
745,Yosemite Sam’s Flight School,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
746,Yosemite Sam’s Flight School,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
747,Zoe’s Tree House,Kids' Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
748,Zoe’s Tree House,Kids' Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
749,Big Top Terror,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
750,Big Top Terror,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
751,CarnEvil,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
752,CarnEvil,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
753,Dead Man’s Party,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
754,Dead Man’s Party,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
755,Lost Souls,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
756,Lost Souls,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
757,Midnight Mansion,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
758,Midnight Mansion,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
759,NEW! Club Fear (in 3D),Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
760,NEW! Club Fear (in 3D),Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
761,NEW! Corpse Crossing,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
762,NEW! Corpse Crossing,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
763,NEW! Murder Mill,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
764,NEW! Murder Mill,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
765,NEW! Weeping Wharf,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
766,NEW! Weeping Wharf,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
767,Slasher Circus,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
768,Slasher Circus,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
769,Sulfur City Society,Seasonal Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
770,Sulfur City Society,Seasonal Rides,Six Flags Discovery Kingdom,Saturday,False,False,False,0.0,0.0,0.0
771,BATMAN: The Ride,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
772,BATMAN: The Ride,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
773,Boomerang Coast-to-Coaster,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
774,Boomerang Coast-to-Coaster,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
775,Kong,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
776,Kong,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
777,Medusa,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
778,Medusa,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
779,SUPERMAN Ultimate Flight,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
780,SUPERMAN Ultimate Flight,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
781,Sidewinder Safari,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
782,Sidewinder Safari,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
783,SkyScreamer,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
784,SkyScreamer,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
785,THE FLASH Vertical Velocity,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
786,THE FLASH Vertical Velocity,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
787,THE JOKER,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
788,THE JOKER,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
789,Wonder Woman Lasso of Truth,Thrill Rides,Six Flags Discovery Kingdom,Friday,False,False,False,0.0,0.0,0.0
790,Wonder Woman Lasso of Truth,Thrill Rides,Six Flags Discovery Kingdom,Saturday,False,False,True,0.0,0.0,0.0
791,Air Jumbo,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
792,Air Jumbo,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
793,Big Wheel,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
794,Big Wheel,Family Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
795,Buccaneer,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
796,Buccaneer,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
797,Carousel,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
798,Carousel,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
799,DejaVu,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
800,DejaVu,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
801,Enchanted Teacups,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
802,Enchanted Teacups,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
803,Fender Benders,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
804,Fender Benders,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
805,Great American Road Race,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
806,Great American Road Race,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
807,Harley Quinn Crazy Train,Family Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
808,Harley Quinn Crazy Train,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
809,Houdini’s Great Escape,Family Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
810,Houdini’s Great Escape,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
811,Jolly Roger,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
812,Jolly Roger,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
813,Saw Mill Log Flume,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
814,Saw Mill Log Flume,Family Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
815,Skyway Frontier Adventures,Family Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
816,Skyway Frontier Adventures,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
817,Swashbuckler,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
818,Swashbuckler,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
819,Tango,Family Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
820,Tango,Family Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
821,Air Safari,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
822,Air Safari,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
823,Barnstormer,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
824,Barnstormer,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
825,Bugaboo,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
826,Bugaboo,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
827,Bugs Bunny Camp Carousel,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
828,Bugs Bunny Camp Carousel,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
829,Bugs Bunny National Park Water Tower,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
830,Bugs Bunny National Park Water Tower,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
831,Bugs Bunny Ranger Pilots,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
832,Bugs Bunny Ranger Pilots,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
833,Daffy's Hot Air Balloons,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
834,Daffy's Hot Air Balloons,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
835,Foghorn Leghorn's Stagecoach Express,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
836,Foghorn Leghorn's Stagecoach Express,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
837,Jumpin’ Joey,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
838,Jumpin’ Joey,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
839,Lil’ Devil Coaster,Kids' Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
840,Lil’ Devil Coaster,Kids' Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
841,Porky Pig's Camp Wagons,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
842,Porky Pig's Camp Wagons,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
843,Raja’s Rickshaws,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
844,Raja’s Rickshaws,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
845,Sky Zooma,Kids' Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
846,Sky Zooma,Kids' Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
847,Tornado,Kids' Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
848,Tornado,Kids' Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
849,Aftermath,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
850,Aftermath,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
851,Big Top Terror: Forgotten Carnival in 3D,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
852,Big Top Terror: Forgotten Carnival in 3D,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
853,Blade Drummers,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
854,Blade Drummers,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
855,Blood Shed,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
856,Blood Shed,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
857,Bloodshed,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
858,Bloodshed,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
859,Bloody Fountain,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
860,Bloody Fountain,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
861,Clown Town,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
862,Clown Town,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
863,Congo Rapids,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
864,Congo Rapids,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
865,Cornstalk National Park,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
866,Cornstalk National Park,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
867,Curse of Blackbeard’s Bounty NEW!,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
868,Curse of Blackbeard’s Bounty NEW!,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
869,Dead Man’s Party: Grave Stories,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
870,Dead Man’s Party: Grave Stories,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
871,Demon District,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
872,Demon District,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
873,District 6,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
874,District 6,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
875,Fears,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
876,Fears,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
877,Freak Show,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
878,Freak Show,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
879,Gaming House,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
880,Gaming House,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
881,Lady of the Lake Cemetery,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
882,Lady of the Lake Cemetery,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
883,Reflections of the Dead,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
884,Reflections of the Dead,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
885,SAW X NEW!,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
886,SAW X NEW!,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
887,Scarecrow Street,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
888,Scarecrow Street,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
889,Spooktacular Dance Party,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
890,Spooktacular Dance Party,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
891,The Arrival Ghoul Parade,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
892,The Arrival Ghoul Parade,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
893,The Awakening,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
894,The Awakening,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
895,The Conjuring NEW!,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
896,The Conjuring NEW!,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
897,The Manor,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
898,The Manor,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
899,Trick-or-Treat Trail,Seasonal Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
900,Trick-or-Treat Trail,Seasonal Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
901,Unleashed,Seasonal Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
902,Unleashed,Seasonal Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
903,BATMAN: The Ride,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
904,BATMAN: The Ride,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
905,CYBORG™ Cyber Spin,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
906,CYBORG™ Cyber Spin,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
907,Dare Devil Dive,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
908,Dare Devil Dive,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
909,El Toro,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
910,El Toro,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
911,GREEN LANTERN,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
912,GREEN LANTERN,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
913,Jersey Devil Coaster,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
914,Jersey Devil Coaster,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
915,Justice League: Battle for Metropolis,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
916,Justice League: Battle for Metropolis,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
917,Kingda Ka,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
918,Kingda Ka,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,True,0.0,0.0,0.0
919,Medusa,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
920,Medusa,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
921,Nitro,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
922,Nitro,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
923,Runaway Mine Train,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
924,Runaway Mine Train,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
925,SUPERMAN: Ultimate Flight,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
926,SUPERMAN: Ultimate Flight,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
927,Skull Mountain,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
928,Skull Mountain,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
929,Sky Screamer Extreme Flight,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
930,Sky Screamer Extreme Flight,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
931,SkyScreamer,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
932,SkyScreamer,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
933,Slingshot,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
934,Slingshot,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
935,THE JOKER,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
936,THE JOKER,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
937,The Dark Knight Coaster,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
938,The Dark Knight Coaster,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
939,Twister,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
940,Twister,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
941,WONDER WOMAN™ Lasso of Truth,Thrill Rides,Six Flags Great Adventure,Friday,True,True,True,0.0,0.0,0.0
942,WONDER WOMAN™ Lasso of Truth,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
943,Wile E. Coyote Canyon Blaster,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
944,Wile E. Coyote Canyon Blaster,Thrill Rides,Six Flags Great Adventure,Saturday,False,False,False,0.0,0.0,0.0
945,Zumanjaro: Drop of Doom,Thrill Rides,Six Flags Great Adventure,Friday,False,False,False,0.0,0.0,0.0
