,attraction,land,park,day,is_open_M,is_open_A,is_open_E,wait_time_M,wait_time_A,wait_time_E
0,Festival of the Lion King,Africa,Animal Kingdom,Friday,True,True,True,0.0,0.0,0.0
1,Festival of the Lion King,Africa,Animal Kingdom,Saturday,True,True,True,0.0,0.0,0.0
2,Gorilla Falls Exploration Trail,Africa,Animal Kingdom,Friday,True,True,False,0.0,0.0,0.0
3,Gorilla Falls Exploration Trail,Africa,Animal Kingdom,Saturday,True,True,False,0.0,0.0,0.0
4,Kilimanjaro Safaris,Africa,Animal Kingdom,Friday,True,True,False,65.0,30.0,0.0
5,Kilimanjaro Safaris,Africa,Animal Kingdom,Saturday,True,True,False,70.0,45.0,0.0
6,Wildlife Express Train,Africa,Animal Kingdom,Friday,True,True,False,0.0,0.0,0.0
7,Wildlife Express Train,Africa,Animal Kingdom,Saturday,True,True,False,0.0,0.0,0.0
8,Expedition Everest - Legend of the Forbidden Mountain,Asia,Animal Kingdom,Friday,False,True,True,0.0,50.0,25.0
9,Expedition Everest - Legend of the Forbidden Mountain,Asia,Animal Kingdom,Saturday,True,True,True,75.0,65.0,35.0
10,Feathered Friends in Flight!,Asia,Animal Kingdom,Friday,True,True,True,0.0,0.0,0.0
11,Feathered Friends in Flight!,Asia,Animal Kingdom,Saturday,True,True,True,0.0,0.0,0.0
12,Kali River Rapids,Asia,Animal Kingdom,Friday,True,True,True,10.0,10.0,5.0
13,Kali River Rapids,Asia,Animal Kingdom,Saturday,True,True,True,5.0,5.0,5.0
14,DINOSAUR,Dinoland U.S.A,Animal Kingdom,Friday,True,True,True,35.0,30.0,15.0
15,DINOSAUR,Dinoland U.S.A,Animal Kingdom,Saturday,True,True,True,65.0,40.0,25.0
16,Finding Nemo: The Big Blue... and Beyond!,Dinoland U.S.A,Animal Kingdom,Friday,True,True,True,0.0,0.0,0.0
17,Finding Nemo: The Big Blue... and Beyond!,Dinoland U.S.A,Animal Kingdom,Saturday,True,True,True,0.0,0.0,0.0
18,The Boneyard,Dinoland U.S.A,Animal Kingdom,Friday,True,True,True,0.0,0.0,0.0
19,The Boneyard,Dinoland U.S.A,Animal Kingdom,Saturday,True,True,True,0.0,0.0,0.0
20,TriceraTop Spin,Dinoland U.S.A,Animal Kingdom,Friday,True,True,True,10.0,5.0,5.0
21,TriceraTop Spin,Dinoland U.S.A,Animal Kingdom,Saturday,True,True,True,15.0,10.0,10.0
22,It's Tough to be a Bug!,Discovery Island,Animal Kingdom,Friday,True,False,True,10.0,0.0,10.0
23,It's Tough to be a Bug!,Discovery Island,Animal Kingdom,Saturday,True,True,True,10.0,10.0,10.0
24,Meet Favorite Disney Pals at Adventurers Outpost,Discovery Island,Animal Kingdom,Friday,True,True,False,45.0,30.0,0.0
25,Meet Favorite Disney Pals at Adventurers Outpost,Discovery Island,Animal Kingdom,Saturday,True,True,False,35.0,45.0,0.0
26,Avatar Flight of Passage,Pandora - The World of Avatar,Animal Kingdom,Friday,True,True,True,70.0,60.0,70.0
27,Avatar Flight of Passage,Pandora - The World of Avatar,Animal Kingdom,Saturday,True,True,True,110.0,75.0,105.0
28,Na'vi River Journey,Pandora - The World of Avatar,Animal Kingdom,Friday,True,True,True,120.0,65.0,55.0
29,Na'vi River Journey,Pandora - The World of Avatar,Animal Kingdom,Saturday,True,True,True,50.0,80.0,70.0
30,The Animation Experience at Conservation Station,Rafiki's Planet Watch,Animal Kingdom,Friday,True,True,True,0.0,0.0,0.0
31,The Animation Experience at Conservation Station,Rafiki's Planet Watch,Animal Kingdom,Saturday,True,True,True,0.0,0.0,0.0
32,Guardians of the Galaxy - Mission: BREAKOUT!,Avengers Campus,California Adventure,Friday,True,True,True,45.0,35.0,45.0
33,Guardians of the Galaxy - Mission: BREAKOUT!,Avengers Campus,California Adventure,Saturday,True,True,True,15.0,40.0,50.0
34,WEB SLINGERS: A Spider-Man Adventure,Avengers Campus,California Adventure,Friday,True,True,True,10.0,15.0,35.0
35,WEB SLINGERS: A Spider-Man Adventure,Avengers Campus,California Adventure,Saturday,True,True,True,25.0,30.0,45.0
36,WEB SLINGERS: A Spider-Man Adventure Single Rider,Avengers Campus,California Adventure,Friday,True,True,True,0.0,0.0,0.0
37,WEB SLINGERS: A Spider-Man Adventure Single Rider,Avengers Campus,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
38,Red Car Trolley,Buena Vista Street,California Adventure,Friday,True,True,True,0.0,0.0,0.0
39,Red Car Trolley,Buena Vista Street,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
40,Luigi's Honkin' Haul-O-Ween,Cars Land,California Adventure,Friday,False,False,False,0.0,0.0,0.0
41,Luigi's Honkin' Haul-O-Ween,Cars Land,California Adventure,Saturday,False,False,False,0.0,0.0,0.0
42,Mater's Graveyard JamBOOree,Cars Land,California Adventure,Friday,False,False,False,0.0,0.0,0.0
43,Mater's Graveyard JamBOOree,Cars Land,California Adventure,Saturday,False,False,False,0.0,0.0,0.0
44,Radiator Springs Racers,Cars Land,California Adventure,Friday,True,True,True,75.0,55.0,50.0
45,Radiator Springs Racers,Cars Land,California Adventure,Saturday,True,True,True,70.0,80.0,65.0
46,Radiator Springs Racers Single Rider,Cars Land,California Adventure,Friday,True,True,True,0.0,0.0,0.0
47,Radiator Springs Racers Single Rider,Cars Land,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
48,Grizzly River Run,Grizzly Peak,California Adventure,Friday,True,False,True,5.0,0.0,25.0
49,Grizzly River Run,Grizzly Peak,California Adventure,Saturday,False,True,True,0.0,15.0,30.0
50,Redwood Creek Challenge Trail,Grizzly Peak,California Adventure,Friday,False,False,False,0.0,0.0,0.0
51,Redwood Creek Challenge Trail,Grizzly Peak,California Adventure,Saturday,False,False,False,0.0,0.0,0.0
52,Soarin' Around the World,Grizzly Peak,California Adventure,Friday,True,True,True,20.0,20.0,45.0
53,Soarin' Around the World,Grizzly Peak,California Adventure,Saturday,True,True,True,60.0,35.0,40.0
54,Mickey's PhilharMagic,Hollywood Land,California Adventure,Friday,False,True,True,0.0,10.0,10.0
55,Mickey's PhilharMagic,Hollywood Land,California Adventure,Saturday,True,True,True,10.0,10.0,10.0
56,"Monsters, Inc. Mike & Sulley to the Rescue!",Hollywood Land,California Adventure,Friday,True,True,True,5.0,30.0,25.0
57,"Monsters, Inc. Mike & Sulley to the Rescue!",Hollywood Land,California Adventure,Saturday,True,True,True,35.0,45.0,45.0
58,Rogers: The Musical,Hollywood Land,California Adventure,Friday,False,False,False,0.0,0.0,0.0
59,Rogers: The Musical,Hollywood Land,California Adventure,Saturday,False,False,False,0.0,0.0,0.0
60,Sorcerer's Workshop,Hollywood Land,California Adventure,Friday,True,True,True,0.0,0.0,0.0
61,Sorcerer's Workshop,Hollywood Land,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
62,Golden Zephyr,Paradise Gardens Park,California Adventure,Friday,True,True,True,5.0,5.0,5.0
63,Golden Zephyr,Paradise Gardens Park,California Adventure,Saturday,True,True,True,5.0,5.0,5.0
64,Goofy's Sky School,Paradise Gardens Park,California Adventure,Friday,False,True,True,0.0,25.0,25.0
65,Goofy's Sky School,Paradise Gardens Park,California Adventure,Saturday,True,True,True,35.0,25.0,25.0
66,Silly Symphony Swings,Paradise Gardens Park,California Adventure,Friday,True,True,True,0.0,15.0,5.0
67,Silly Symphony Swings,Paradise Gardens Park,California Adventure,Saturday,True,True,True,5.0,5.0,5.0
68,Silly Symphony Swings Single Rider,Paradise Gardens Park,California Adventure,Friday,True,True,True,0.0,0.0,0.0
69,Silly Symphony Swings Single Rider,Paradise Gardens Park,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
70,The Little Mermaid - Ariel's Undersea Adventure,Paradise Gardens Park,California Adventure,Friday,True,True,True,5.0,5.0,5.0
71,The Little Mermaid - Ariel's Undersea Adventure,Paradise Gardens Park,California Adventure,Saturday,True,True,True,5.0,5.0,5.0
72,World of Color – ONE,Paradise Gardens Park,California Adventure,Friday,True,True,True,0.0,0.0,0.0
73,World of Color – ONE,Paradise Gardens Park,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
74,Games of Pixar Pier,Pixar Pier,California Adventure,Friday,True,True,True,0.0,5.0,5.0
75,Games of Pixar Pier,Pixar Pier,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
76,Incredicoaster,Pixar Pier,California Adventure,Friday,True,True,True,15.0,15.0,10.0
77,Incredicoaster,Pixar Pier,California Adventure,Saturday,True,True,True,15.0,15.0,35.0
78,Incredicoaster Single Rider,Pixar Pier,California Adventure,Friday,True,True,True,0.0,0.0,0.0
79,Incredicoaster Single Rider,Pixar Pier,California Adventure,Saturday,True,True,True,0.0,0.0,0.0
80,Inside Out Emotional Whirlwind,Pixar Pier,California Adventure,Friday,True,True,True,5.0,10.0,10.0
81,Inside Out Emotional Whirlwind,Pixar Pier,California Adventure,Saturday,True,True,True,5.0,10.0,15.0
82,Jessie's Critter Carousel,Pixar Pier,California Adventure,Friday,True,True,True,5.0,5.0,5.0
83,Jessie's Critter Carousel,Pixar Pier,California Adventure,Saturday,True,True,True,0.0,5.0,5.0
84,Jumpin' Jellyfish,Pixar Pier,California Adventure,Friday,True,True,True,5.0,10.0,10.0
85,Jumpin' Jellyfish,Pixar Pier,California Adventure,Saturday,True,True,True,5.0,5.0,5.0
86,Pixar Pal-A-Round - Swinging,Pixar Pier,California Adventure,Friday,True,True,True,5.0,10.0,15.0
87,Pixar Pal-A-Round - Swinging,Pixar Pier,California Adventure,Saturday,True,True,True,10.0,10.0,30.0
88,Pixar Pal-A-Round – Non-Swinging,Pixar Pier,California Adventure,Friday,True,True,True,5.0,10.0,15.0
89,Pixar Pal-A-Round – Non-Swinging,Pixar Pier,California Adventure,Saturday,True,True,True,15.0,15.0,25.0
90,Toy Story Midway Mania!,Pixar Pier,California Adventure,Friday,True,True,True,15.0,60.0,35.0
91,Toy Story Midway Mania!,Pixar Pier,California Adventure,Saturday,True,True,True,75.0,40.0,40.0
92,Blue Streak,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
93,Blue Streak,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
94,Cedar Creek Mine Ride,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
95,Cedar Creek Mine Ride,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
96,Corkscrew,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
97,Corkscrew,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
98,GateKeeper,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
99,GateKeeper,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
100,Gemini,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
101,Gemini,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
102,Iron Dragon,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
103,Iron Dragon,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
104,Magnum XL-200,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
105,Magnum XL-200,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
106,Maverick,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
107,Maverick,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
108,Millennium Force,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
109,Millennium Force,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
110,Pipe Scream,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
111,Pipe Scream,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
112,Raptor,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
113,Raptor,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
114,Rougarou,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
115,Rougarou,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
116,Steel Vengeance,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
117,Steel Vengeance,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
118,Valravn,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
119,Valravn,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
120,Wild Mouse,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
121,Wild Mouse,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
122,Wilderness Run,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
123,Wilderness Run,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
124,Woodstock Express,Coasters,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
125,Woodstock Express,Coasters,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
126,4x4's,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
127,4x4's,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
128,Cadillac Cars,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
129,Cadillac Cars,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
130,Cedar Point & Lake Erie Railroad - Frontier Town Station,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
131,Cedar Point & Lake Erie Railroad - Frontier Town Station,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
132,Cedar Point & Lake Erie Railroad - Main Station,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
133,Cedar Point & Lake Erie Railroad - Main Station,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
134,Charlie Brown's Wind-Up,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
135,Charlie Brown's Wind-Up,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
136,Flying Ace Balloon Race,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
137,Flying Ace Balloon Race,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
138,Giant Wheel,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
139,Giant Wheel,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
140,Kiddy Kingdom Carousel,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
141,Kiddy Kingdom Carousel,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
142,Lake Erie Eagles,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
143,Lake Erie Eagles,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
144,Linus' Beetle Bugs,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
145,Linus' Beetle Bugs,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
146,Midway Carousel,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
147,Midway Carousel,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
148,PEANUTS™ 500,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
149,PEANUTS™ 500,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
150,PEANUTS™ Road Rally,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
151,PEANUTS™ Road Rally,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
152,Sky Ride - East,Family,Cedar Point,Friday,False,False,False,0.0,0.0,0.0
153,Sky Ride - East,Family,Cedar Point,Saturday,False,False,False,0.0,0.0,0.0
